Date,carat,cut,color,clarity,x,y,z,price,GemstoneNames
28/08/2020,1.51,Premium,Green,SI2,7.36,7.26,4.57,7864,Spinel
28/08/2020,0.28,Very Good,red,VS1,4.23,4.26,2.57,458,Zircon
28/08/2020,1.2,Ideal,yellow,VVS2,6.86,6.91,4.19,11530,Topaz
28/08/2020,0.73,Premium,yellow,VS2,5.87,5.82,3.55,2770,Cat's Eye
28/08/2020,1.08,Premium,red,VS1,6.66,6.61,4.05,8999,Topaz
28/08/2020,1.09,Good,purple,SI2,6.49,6.54,4.12,4766,Topaz
28/08/2020,0.31,Very Good,Green,VVS1,4.45,4.5,2.62,755,Spinel
28/08/2020,1.54,Premium,Pink,SI2,7.33,7.35,4.58,6640,Alexandrite
28/08/2020,0.3,Good,Green,VVS1,4.28,4.3,2.72,684,Spinel
28/08/2020,0.31,Ideal,Pink,VS2,4.32,4.36,2.7,447,Spinel
29/08/2020,1.51,Very Good,blue,SI1,7.24,7.22,4.56,10113,Cat's Eye
29/08/2020,0.31,Ideal,yellow,VVS2,4.38,4.42,2.64,661,Alexandrite
29/08/2020,0.33,Ideal,yellow,VS1,4.47,4.44,2.75,854,Alexandrite
29/08/2020,1.7,Very Good,yellow,VS2,7.63,7.67,4.71,16086,Sapphire
29/08/2020,0.7,Ideal,purple,VS2,5.68,5.71,3.52,2671,Cat's Eye
29/08/2020,0.56,Ideal,red,IF,5.28,5.31,3.28,4293,Zircon
29/08/2020,0.3,Premium,Green,VS1,4.28,4.24,2.64,675,Spinel
29/08/2020,0.31,Ideal,Green,VVS1,4.36,4.39,2.72,707,Cat's Eye
29/08/2020,0.9,Very Good,blue,SI1,6.08,6.12,3.88,3863,Cat's Eye
29/08/2020,1.05,Very Good,Pink,SI1,6.46,6.43,4.09,4292,Topaz
29/08/2020,1.23,Very Good,yellow,VVS2,6.77,6.82,4.21,9803,Cat's Eye
29/08/2020,0.59,Premium,blue,VS2,5.4,5.36,3.36,2578,Spinel
29/08/2020,1.07,Very Good,yellow,VS1,6.6,6.64,4.03,6998,Zircon
29/08/2020,1.06,Premium,Pink,SI2,6.7,6.65,3.9,4007,Spinel
29/08/2020,1.54,Very Good,purple,SI2,7.36,7.47,4.53,8893,Zircon
29/08/2020,0.3,Premium,blue,SI1,4.38,4.36,2.62,675,Zircon
29/08/2020,1.2,Ideal,White,SI2,6.78,6.72,4.27,4744,Alexandrite
29/08/2020,2.06,Very Good,White,VS2,8.14,8.2,5.05,13948,Cat's Eye
29/08/2020,0.36,Premium,red,VS2,4.6,4.63,2.79,852,Cat's Eye
29/08/2020,0.41,Ideal,White,VS1,4.75,4.79,2.96,647,Sapphire
30/08/2020,1.11,Premium,red,I1,6.66,6.63,4.11,3655,Zircon
30/08/2020,0.32,Ideal,red,VVS2,4.4,4.44,2.71,867,Sapphire
30/08/2020,1.7,Good,Green,SI1,7.54,7.51,4.83,9158,Alexandrite
30/08/2020,2.05,Premium,Pink,SI1,8.24,8.21,5.03,15837,Zircon
30/08/2020,0.23,Good,blue,VVS1,3.95,3.97,2.4,458,Zircon
30/08/2020,2.0,Good,purple,SI1,8.0,8.03,5.03,18069,Spinel
30/08/2020,0.32,Ideal,Green,VS2,4.42,4.37,2.73,648,Topaz
30/08/2020,1.03,Ideal,yellow,SI1,6.46,6.5,4.01,4928,Sapphire
30/08/2020,1.5,Premium,White,SI2,7.36,7.3,4.5,6750,Topaz
30/08/2020,0.38,Ideal,blue,SI1,4.64,4.7,2.89,700,Spinel
30/08/2020,0.3,Ideal,Pink,VS1,4.35,4.37,2.66,473,Spinel
30/08/2020,0.41,Very Good,blue,SI1,4.72,4.76,2.98,755,Sapphire
30/08/2020,1.3,Premium,purple,VS2,7.06,7.12,4.28,9909,Ruby
30/08/2020,1.6,Very Good,Green,SI2,7.55,7.5,4.6,10340,Ruby
30/08/2020,0.74,Ideal,purple,VS1,5.85,5.81,3.62,3694,Alexandrite
30/08/2020,1.2,Very Good,red,SI1,6.71,6.75,4.21,7909,Ruby
30/08/2020,1.03,Good,red,SI1,6.63,6.65,3.83,5526,Alexandrite
30/08/2020,1.63,Ideal,blue,VS2,7.6,7.63,4.67,17825,Zircon
30/08/2020,0.31,Very Good,Green,VVS1,4.33,4.37,2.74,707,Alexandrite
30/08/2020,0.4,Ideal,blue,VS1,4.79,4.75,2.96,960,Spinel
31/08/2020,0.5,Ideal,Green,VS2,5.12,5.16,3.15,1349,Ruby
31/08/2020,1.12,Fair,yellow,VS1,6.48,6.52,4.21,5487,Ruby
31/08/2020,0.33,Very Good,blue,VS1,4.49,4.57,2.64,886,Alexandrite
31/08/2020,1.0,Premium,purple,SI1,6.39,6.27,3.95,3528,Ruby
31/08/2020,1.7,Premium,Green,VS2,7.72,7.65,4.66,10333,Spinel
31/08/2020,0.3,Ideal,purple,VVS1,4.33,4.35,2.68,857,Topaz
31/08/2020,2.26,Premium,Green,SI1,8.56,8.51,5.15,18426,Ruby
31/08/2020,0.92,Ideal,purple,SI2,6.26,6.32,3.9,4065,Cat's Eye
31/08/2020,0.58,Good,blue,VS1,5.4,5.46,3.18,2185,Spinel
31/08/2020,0.32,Ideal,red,SI2,4.42,4.38,2.72,612,Alexandrite
31/08/2020,0.73,Premium,purple,SI2,5.84,5.8,3.52,2351,Cat's Eye
31/08/2020,0.53,Very Good,red,SI1,5.27,5.33,3.13,1415,Spinel
31/08/2020,0.9,Good,yellow,SI2,6.04,6.12,3.81,3489,Zircon
31/08/2020,0.3,Very Good,red,SI1,4.32,4.35,2.55,479,Alexandrite
31/08/2020,1.5,Good,Green,VS2,7.17,7.22,4.6,10692,Ruby
31/08/2020,2.03,Premium,White,SI1,8.26,8.21,4.95,12492,Zircon
31/08/2020,0.43,Ideal,red,SI1,4.82,4.87,2.98,830,Zircon
31/08/2020,0.9,Premium,Pink,VS2,6.16,6.22,3.86,3539,Zircon
31/08/2020,0.32,Ideal,yellow,VS2,4.37,4.4,2.72,561,Sapphire
31/08/2020,1.01,Very Good,purple,VVS2,6.4,6.46,3.9,7835,Ruby
01/09/2020,0.39,Ideal,purple,VVS2,4.73,4.78,2.87,1031,Zircon
01/09/2020,0.34,Very Good,Green,VVS1,4.45,4.41,2.8,995,Zircon
01/09/2020,0.38,Ideal,Green,SI1,4.67,4.69,2.88,680,Sapphire
01/09/2020,0.23,Very Good,blue,VS1,3.88,3.9,2.44,391,Spinel
01/09/2020,0.38,Ideal,purple,VS2,4.63,4.6,2.87,1026,Spinel
01/09/2020,1.12,Premium,blue,SI2,6.73,6.69,4.1,5620,Ruby
01/09/2020,0.52,Very Good,purple,SI2,5.1,5.13,3.19,1057,Topaz
01/09/2020,0.31,Ideal,yellow,IF,4.37,4.38,2.67,924,Topaz
01/09/2020,0.41,Ideal,blue,VS1,4.74,4.77,2.95,1079,Ruby
01/09/2020,1.01,Good,yellow,VS2,6.29,6.38,3.93,5497,Alexandrite
01/09/2020,0.44,Good,red,VS2,4.81,4.84,3.07,1009,Cat's Eye
01/09/2020,0.6,Ideal,blue,VS2,5.41,5.45,3.38,2137,Topaz
01/09/2020,0.9,Fair,Pink,VS1,5.83,5.79,3.99,2732,Spinel
01/09/2020,1.06,Premium,Green,VS1,6.65,6.61,3.98,5236,Topaz
01/09/2020,1.05,Ideal,Pink,SI2,6.53,6.49,4.02,4723,Cat's Eye
01/09/2020,0.3,Premium,purple,VS2,4.33,4.31,2.61,776,Cat's Eye
01/09/2020,1.3,Very Good,White,SI2,6.95,7.0,4.26,5047,Zircon
01/09/2020,0.37,Very Good,purple,SI1,4.57,4.61,2.86,616,Topaz
01/09/2020,0.71,Premium,red,VVS2,5.92,5.84,3.53,3618,Cat's Eye
01/09/2020,0.55,Ideal,red,VVS2,5.31,5.34,3.24,3468,Alexandrite
02/09/2020,0.46,Ideal,yellow,IF,4.89,4.94,3.07,1441,Topaz
02/09/2020,0.31,Ideal,yellow,VVS2,4.33,4.29,2.7,907,Sapphire
02/09/2020,0.3,Ideal,Pink,VVS2,4.29,4.32,2.68,532,Topaz
02/09/2020,0.8,Good,blue,SI2,6.13,6.08,3.52,2640,Sapphire
02/09/2020,0.75,Premium,purple,SI1,5.83,5.87,3.6,2683,Alexandrite
02/09/2020,0.38,Premium,red,SI2,4.65,4.62,2.88,812,Topaz
02/09/2020,0.71,Very Good,yellow,VS2,5.69,5.72,3.59,2598,Ruby
02/09/2020,2.0,Premium,blue,SI2,8.32,8.25,4.81,15984,Spinel
02/09/2020,0.52,Premium,blue,VS2,5.18,5.15,3.23,1815,Zircon
02/09/2020,1.07,Ideal,White,VS2,6.55,6.59,4.04,4602,Ruby
02/09/2020,0.31,Ideal,yellow,SI1,4.38,4.4,2.71,446,Spinel
02/09/2020,0.31,Ideal,White,VS1,4.35,4.38,2.71,424,Ruby
02/09/2020,0.38,Ideal,Green,VS1,4.63,4.68,2.9,768,Spinel
02/09/2020,1.5,Good,purple,VS2,7.27,7.22,4.61,13853,Alexandrite
02/09/2020,1.01,Good,blue,VS2,6.35,6.37,4.03,5954,Spinel
02/09/2020,1.06,Ideal,Green,VVS1,6.55,6.53,4.01,7193,Alexandrite
02/09/2020,0.41,Good,blue,VS1,4.88,4.91,2.86,917,Cat's Eye
02/09/2020,0.52,Premium,purple,SI1,5.3,5.28,3.1,1338,Ruby
02/09/2020,0.73,Ideal,Green,IF,5.8,5.82,3.58,3378,Spinel
02/09/2020,0.4,Ideal,red,SI2,4.73,4.7,2.96,855,Sapphire
03/09/2020,0.33,Ideal,purple,VVS1,4.48,4.52,2.75,854,Alexandrite
03/09/2020,0.9,Very Good,purple,VS2,6.27,6.31,3.75,4397,Topaz
03/09/2020,1.08,Premium,yellow,SI2,6.6,6.52,4.09,4627,Cat's Eye
03/09/2020,1.0,Very Good,blue,SI2,6.39,6.43,3.97,4311,Spinel
03/09/2020,0.9,Very Good,Green,VS2,6.12,6.08,3.85,3919,Alexandrite
03/09/2020,0.35,Ideal,Pink,VS2,4.5,4.53,2.82,491,Spinel
03/09/2020,0.31,Ideal,Green,SI1,4.35,4.4,2.7,441,Spinel
03/09/2020,1.01,Premium,purple,VS2,6.43,6.39,3.95,6707,Zircon
03/09/2020,0.28,Ideal,Green,VS2,4.2,4.23,2.61,467,Spinel
03/09/2020,1.5,Good,White,SI2,7.3,7.23,4.62,6750,Alexandrite
03/09/2020,1.64,Ideal,yellow,VS2,7.59,7.62,4.68,16297,Ruby
03/09/2020,0.43,Very Good,yellow,VVS2,4.78,4.85,3.0,1056,Cat's Eye
03/09/2020,0.32,Premium,blue,VS2,4.44,4.48,2.7,702,Alexandrite
03/09/2020,1.51,Very Good,yellow,SI2,7.23,7.19,4.55,7154,Cat's Eye
03/09/2020,0.3,Ideal,yellow,IF,4.31,4.34,2.69,863,Sapphire
03/09/2020,0.7,Very Good,yellow,VS2,5.77,5.83,3.43,2539,Zircon
03/09/2020,0.72,Ideal,purple,VS1,5.76,5.72,3.58,3084,Ruby
03/09/2020,1.51,Ideal,Pink,VS2,7.34,7.28,4.5,9352,Ruby
03/09/2020,0.38,Ideal,yellow,VS1,4.63,4.67,2.9,759,Alexandrite
03/09/2020,0.31,Very Good,yellow,VS1,4.33,4.35,2.64,625,Zircon
04/09/2020,0.51,Good,yellow,VVS2,5.08,5.1,3.24,1800,Sapphire
04/09/2020,0.71,Ideal,blue,SI1,5.86,5.8,3.49,2704,Alexandrite
04/09/2020,1.29,Premium,purple,VS1,6.97,7.01,4.26,10341,Alexandrite
04/09/2020,0.51,Very Good,purple,SI2,5.07,5.1,3.19,1100,Zircon
04/09/2020,1.51,Very Good,Pink,SI2,7.19,7.13,4.52,6819,Ruby
04/09/2020,2.01,Premium,Green,SI2,8.12,8.08,4.98,11635,Cat's Eye
04/09/2020,0.84,Premium,blue,VS1,6.16,6.13,3.67,4318,Spinel
04/09/2020,0.32,Ideal,yellow,IF,4.43,4.41,2.69,1020,Zircon
04/09/2020,0.53,Ideal,red,VS2,5.23,5.2,3.2,1956,Ruby
04/09/2020,1.2,Premium,yellow,SI2,6.73,6.68,4.2,4250,Zircon
04/09/2020,0.8,Fair,yellow,SI2,5.86,5.75,3.75,2318,Topaz
04/09/2020,1.43,Very Good,yellow,VS2,7.15,7.18,4.46,10419,Spinel
04/09/2020,0.35,Very Good,Green,SI1,4.52,4.56,2.77,491,Topaz
04/09/2020,0.7,Very Good,Pink,VS1,5.7,5.73,3.54,2304,Topaz
04/09/2020,1.01,Very Good,yellow,VS1,6.35,6.49,4.0,6368,Spinel
04/09/2020,1.01,Good,blue,VS2,6.16,6.22,4.06,5829,Sapphire
04/09/2020,1.19,Ideal,purple,VS2,6.78,6.76,4.2,8415,Alexandrite
04/09/2020,0.73,Fair,Green,I1,5.62,5.46,3.69,1104,Cat's Eye
04/09/2020,2.01,Ideal,Pink,SI1,8.12,8.06,5.03,15116,Cat's Eye
04/09/2020,1.18,Ideal,Pink,SI1,6.79,6.84,4.18,5412,Zircon
05/09/2020,1.51,Premium,yellow,SI1,7.46,7.38,4.48,10655,Cat's Eye
05/09/2020,1.01,Very Good,Green,VS2,6.35,6.44,3.98,4821,Zircon
05/09/2020,1.12,Premium,White,VS2,6.85,6.81,4.0,4422,Alexandrite
05/09/2020,0.53,Very Good,Pink,VS1,5.18,5.21,3.2,1286,Spinel
05/09/2020,0.85,Ideal,yellow,SI1,6.05,6.1,3.77,3766,Zircon
05/09/2020,0.34,Good,purple,SI2,4.46,4.48,2.83,447,Cat's Eye
05/09/2020,0.5,Ideal,blue,VVS2,5.1,5.13,3.16,2297,Spinel
05/09/2020,0.7,Ideal,Green,SI1,5.77,5.74,3.48,2536,Cat's Eye
05/09/2020,1.54,Premium,White,SI1,7.48,7.41,4.55,5028,Topaz
05/09/2020,1.04,Premium,yellow,SI2,6.58,6.52,3.99,4277,Ruby
05/09/2020,0.35,Ideal,Green,VVS1,4.55,4.58,2.78,773,Topaz
05/09/2020,1.01,Premium,yellow,VS2,6.47,6.41,3.96,5864,Spinel
05/09/2020,1.52,Fair,purple,SI2,7.68,7.62,4.31,8938,Ruby
05/09/2020,0.32,Ideal,red,VS2,4.36,4.38,2.74,758,Sapphire
05/09/2020,0.92,Very Good,White,SI1,6.18,6.22,3.88,3170,Topaz
05/09/2020,0.73,Premium,blue,VS1,5.77,5.83,3.55,3370,Sapphire
05/09/2020,1.03,Ideal,purple,SI2,6.46,6.49,3.99,4683,Cat's Eye
05/09/2020,0.77,Ideal,purple,VS1,5.91,5.94,3.66,3750,Spinel
05/09/2020,0.79,Very Good,purple,SI1,5.82,5.89,3.67,2878,Topaz
05/09/2020,2.01,Very Good,White,VS1,8.06,8.14,4.96,14812,Spinel
06/09/2020,0.3,Ideal,purple,SI1,4.27,4.32,2.68,475,Alexandrite
06/09/2020,1.34,Premium,Green,SI1,7.07,6.96,4.38,6814,Topaz
06/09/2020,1.51,Good,yellow,SI1,7.2,7.28,4.57,9258,Zircon
06/09/2020,1.52,Very Good,Pink,VS2,7.27,7.23,4.59,8938,Topaz
06/09/2020,0.76,Ideal,yellow,VS2,5.86,5.91,3.63,3114,Alexandrite
06/09/2020,1.03,Ideal,blue,VVS2,6.5,6.53,3.95,10003,Spinel
06/09/2020,0.72,Ideal,yellow,VS1,5.76,5.79,3.53,3478,Sapphire
06/09/2020,1.53,Premium,Pink,SI1,7.36,7.32,4.62,8911,Ruby
06/09/2020,0.26,Very Good,purple,VS1,4.12,4.18,2.51,453,Ruby
06/09/2020,0.47,Premium,yellow,SI1,5.09,5.06,2.97,1055,Sapphire
06/09/2020,1.01,Ideal,red,VS2,6.42,6.46,4.03,8279,Zircon
06/09/2020,1.0,Fair,blue,SI1,6.07,6.15,4.02,4798,Alexandrite
06/09/2020,1.31,Very Good,Pink,SI2,7.03,7.07,4.29,5652,Ruby
06/09/2020,0.28,Very Good,purple,VS2,4.17,4.19,2.58,487,Cat's Eye
06/09/2020,2.11,Very Good,purple,SI2,8.08,8.13,5.15,18071,Ruby
06/09/2020,0.46,Ideal,blue,VVS1,4.89,4.98,3.09,1586,Sapphire
06/09/2020,2.12,Ideal,Pink,SI1,8.21,8.14,5.08,12284,Sapphire
06/09/2020,1.11,Ideal,Pink,SI1,6.6,6.65,4.13,4771,Cat's Eye
06/09/2020,0.34,Ideal,yellow,VVS1,4.47,4.45,2.77,956,Cat's Eye
06/09/2020,1.32,Good,blue,SI1,6.96,6.88,4.41,6830,Zircon
07/09/2020,0.53,Ideal,yellow,VVS2,5.27,5.29,3.17,1865,Ruby
07/09/2020,0.9,Good,blue,VS2,6.02,6.07,3.87,4278,Zircon
07/09/2020,0.55,Premium,yellow,VS2,5.36,5.32,3.18,1556,Zircon
07/09/2020,0.26,Ideal,blue,VVS1,4.07,4.1,2.52,599,Zircon
07/09/2020,0.53,Ideal,red,VS2,5.26,5.3,3.18,1610,Cat's Eye
07/09/2020,0.81,Very Good,Green,VS1,5.87,5.9,3.74,3104,Spinel
07/09/2020,0.9,Very Good,Green,SI2,6.17,6.24,3.83,3301,Zircon
07/09/2020,0.58,Ideal,yellow,IF,5.39,5.46,3.3,2508,Zircon
07/09/2020,0.32,Premium,purple,VS2,4.44,4.41,2.64,828,Zircon
07/09/2020,1.17,Ideal,yellow,SI2,6.74,6.78,4.23,5743,Topaz
07/09/2020,0.38,Ideal,Green,VVS1,4.68,4.71,2.87,949,Sapphire
07/09/2020,1.58,Premium,Pink,VS1,7.44,7.52,4.57,10428,Sapphire
07/09/2020,0.33,Ideal,yellow,VVS1,4.46,4.41,2.76,1114,Cat's Eye
07/09/2020,1.0,Premium,red,SI1,6.39,6.37,3.91,5488,Ruby
07/09/2020,0.4,Ideal,yellow,VVS1,4.74,4.78,2.95,1043,Spinel
07/09/2020,1.18,Ideal,yellow,VVS1,6.78,6.84,4.16,9095,Topaz
07/09/2020,0.38,Ideal,blue,VVS2,4.62,4.66,2.88,1073,Alexandrite
07/09/2020,0.59,Good,Pink,VS2,5.33,5.37,3.39,1294,Cat's Eye
07/09/2020,0.4,Ideal,blue,VVS1,4.73,4.7,2.9,1397,Alexandrite
07/09/2020,0.3,Premium,yellow,VS2,4.29,4.25,2.64,630,Cat's Eye
08/09/2020,0.75,Premium,purple,SI2,5.96,5.92,3.55,1881,Zircon
08/09/2020,0.31,Premium,yellow,VS1,4.44,4.41,2.65,617,Zircon
08/09/2020,0.47,Very Good,purple,VVS2,4.96,4.99,3.09,1616,Topaz
08/09/2020,0.5,Ideal,red,VVS2,5.05,5.13,3.18,2475,Alexandrite
08/09/2020,0.7,Ideal,Green,SI1,5.7,5.68,3.51,2375,Cat's Eye
08/09/2020,1.67,Ideal,yellow,VS1,7.62,7.67,4.7,16643,Zircon
08/09/2020,0.55,Premium,yellow,SI1,5.32,5.28,3.19,1848,Topaz
08/09/2020,0.28,Ideal,purple,IF,4.18,4.19,2.62,787,Spinel
08/09/2020,1.04,Premium,red,SI2,6.51,6.54,3.98,4724,Sapphire
08/09/2020,1.2,Very Good,yellow,VS2,6.74,6.69,4.24,8032,Cat's Eye
08/09/2020,1.21,Premium,Pink,VS2,6.79,6.85,4.24,5502,Cat's Eye
08/09/2020,0.75,Premium,Green,VS1,5.85,5.82,3.61,2961,Spinel
08/09/2020,0.72,Ideal,purple,VS2,5.75,5.72,3.59,2956,Sapphire
08/09/2020,0.31,Ideal,yellow,VS2,4.48,4.45,2.64,698,Sapphire
08/09/2020,2.03,Ideal,Pink,VS2,8.02,8.05,5.04,16792,Ruby
08/09/2020,0.35,Premium,Green,VVS1,4.52,4.46,2.79,1024,Alexandrite
08/09/2020,0.36,Ideal,White,SI1,4.59,4.62,2.87,439,Sapphire
08/09/2020,0.81,Premium,yellow,VS1,5.96,5.92,3.69,3311,Alexandrite
08/09/2020,0.32,Premium,Green,IF,4.35,4.39,2.7,763,Alexandrite
08/09/2020,0.32,Ideal,yellow,VVS1,4.45,4.48,2.73,814,Topaz
09/09/2020,0.32,Ideal,blue,IF,4.4,4.43,2.7,1300,Spinel
09/09/2020,0.41,Premium,blue,SI1,4.8,4.75,2.88,775,Sapphire
09/09/2020,1.24,Very Good,White,I1,6.85,6.92,4.26,2940,Ruby
09/09/2020,0.53,Very Good,purple,SI1,5.16,5.23,3.2,1359,Zircon
09/09/2020,0.7,Ideal,Pink,VS1,5.69,5.71,3.54,2398,Alexandrite
09/09/2020,0.41,Good,blue,VVS1,4.76,4.81,2.89,1169,Ruby
09/09/2020,0.52,Very Good,purple,VS2,5.12,5.13,3.2,1607,Topaz
09/09/2020,0.33,Ideal,blue,VVS1,4.42,4.46,2.76,986,Spinel
09/09/2020,1.0,Good,purple,SI1,6.27,6.31,4.0,4851,Spinel
09/09/2020,1.71,Premium,yellow,SI2,7.72,7.68,4.69,11351,Cat's Eye
09/09/2020,0.7,Very Good,red,VS2,5.72,5.74,3.48,2913,Topaz
09/09/2020,0.32,Premium,yellow,SI1,4.44,4.39,2.69,612,Cat's Eye
09/09/2020,2.03,Good,yellow,SI2,8.17,7.92,5.06,13621,Topaz
09/09/2020,1.26,Very Good,Pink,SI1,6.97,6.92,4.3,6318,Zircon
09/09/2020,1.1,Very Good,Green,SI1,6.59,6.61,4.1,4276,Sapphire
09/09/2020,0.81,Ideal,red,VS2,6.01,5.98,3.72,4087,Cat's Eye
09/09/2020,0.52,Ideal,red,VS2,5.18,5.21,3.17,1774,Ruby
09/09/2020,2.07,Premium,Green,SI2,8.3,8.24,4.93,11094,Alexandrite
09/09/2020,1.23,Good,Green,SI1,6.81,6.77,4.34,5889,Topaz
09/09/2020,1.57,Very Good,Green,VS1,7.36,7.44,4.65,11605,Alexandrite
10/09/2020,1.16,Ideal,yellow,IF,6.79,6.73,4.21,10082,Ruby
10/09/2020,1.02,Premium,purple,SI2,6.44,6.38,4.04,4238,Topaz
10/09/2020,0.81,Premium,yellow,SI2,5.96,5.9,3.69,2616,Topaz
10/09/2020,0.5,Ideal,Green,SI1,5.17,5.2,3.07,1160,Alexandrite
10/09/2020,1.0,Premium,yellow,VS2,6.55,6.51,3.87,6048,Cat's Eye
10/09/2020,0.31,Premium,purple,VS2,4.3,4.34,2.68,625,Spinel
10/09/2020,0.34,Ideal,yellow,VS2,4.5,4.47,2.78,765,Sapphire
10/09/2020,0.31,Ideal,yellow,VS2,4.37,4.4,2.68,562,Cat's Eye
10/09/2020,0.31,Good,purple,VS2,4.29,4.32,2.75,625,Zircon
10/09/2020,0.71,Good,purple,VS2,5.9,5.87,3.4,2801,Spinel
10/09/2020,1.24,Premium,Green,VS1,6.91,6.94,4.24,7358,Topaz
10/09/2020,0.91,Good,purple,SI2,6.51,6.45,3.69,2461,Cat's Eye
10/09/2020,1.02,Premium,purple,SI2,6.45,6.38,4.02,4227,Topaz
10/09/2020,0.49,Premium,yellow,SI1,5.1,5.06,3.08,1026,Alexandrite
10/09/2020,0.51,Good,blue,SI1,5.09,5.05,3.24,1443,Sapphire
10/09/2020,1.32,Ideal,Pink,VS1,7.12,7.06,4.34,7617,Alexandrite
10/09/2020,2.23,Premium,yellow,SI2,8.41,8.32,5.14,16805,Zircon
10/09/2020,0.33,Premium,Green,VS1,4.43,4.46,2.76,579,Topaz
10/09/2020,0.33,Premium,Green,VS2,4.38,4.41,2.74,521,Ruby
10/09/2020,0.35,Premium,blue,VS2,4.52,4.57,2.8,767,Ruby
11/09/2020,0.72,Ideal,red,SI2,5.8,5.75,3.6,2457,Alexandrite
11/09/2020,1.53,Ideal,Pink,SI2,7.4,7.35,4.56,6255,Cat's Eye
11/09/2020,1.02,Premium,blue,SI1,6.47,6.44,4.05,5278,Topaz
11/09/2020,1.56,Ideal,purple,SI1,7.34,7.39,4.62,11943,Cat's Eye
11/09/2020,1.51,Very Good,purple,SI2,7.2,7.27,4.57,8462,Zircon
11/09/2020,0.86,Very Good,blue,VS2,6.05,6.08,3.78,4665,Spinel
11/09/2020,0.43,Premium,red,SI2,4.85,4.91,2.96,716,Spinel
11/09/2020,1.09,Ideal,Green,VS2,6.61,6.65,4.07,6419,Alexandrite
11/09/2020,0.38,Very Good,Pink,VVS1,4.6,4.64,2.89,630,Zircon
11/09/2020,0.56,Very Good,blue,VS2,5.28,5.31,3.27,1819,Cat's Eye
11/09/2020,1.24,Ideal,Green,SI1,6.95,6.89,4.24,6254,Sapphire
11/09/2020,1.61,Premium,Green,VS1,7.57,7.46,4.7,12242,Zircon
11/09/2020,0.34,Ideal,blue,VS2,4.52,4.5,2.8,956,Cat's Eye
11/09/2020,0.35,Ideal,Green,IF,4.51,4.54,2.8,921,Sapphire
11/09/2020,0.32,Ideal,blue,VVS2,4.4,4.43,2.72,842,Spinel
11/09/2020,0.33,Premium,yellow,VVS2,4.5,4.47,2.72,965,Cat's Eye
11/09/2020,0.59,Very Good,yellow,VS2,5.4,5.43,3.31,1664,Cat's Eye
11/09/2020,0.4,Good,Green,VS2,4.82,4.75,2.84,945,Spinel
11/09/2020,0.7,Premium,purple,SI1,5.76,5.82,3.5,2196,Cat's Eye
11/09/2020,2.0,Premium,blue,SI2,8.14,8.06,5.04,17760,Zircon
12/09/2020,1.7,Premium,Green,SI1,7.54,7.49,4.7,11709,Topaz
12/09/2020,1.5,Very Good,blue,VS1,7.43,7.46,4.43,16988,Zircon
12/09/2020,1.01,Fair,Pink,SI1,6.28,6.24,4.1,3280,Spinel
12/09/2020,0.6,Premium,blue,SI1,5.57,5.51,3.29,1771,Spinel
12/09/2020,0.74,Ideal,blue,VS2,5.87,5.92,3.55,3518,Spinel
12/09/2020,1.05,Premium,purple,VS2,6.5,6.47,4.06,7154,Cat's Eye
12/09/2020,0.31,Good,yellow,VS1,4.28,4.33,2.72,625,Cat's Eye
12/09/2020,0.7,Ideal,yellow,VVS2,5.69,5.82,3.49,3191,Zircon
12/09/2020,1.33,Fair,yellow,SI2,6.9,6.87,4.34,6078,Zircon
12/09/2020,0.5,Very Good,yellow,VS1,5.03,5.07,3.19,1580,Topaz
12/09/2020,0.7,Very Good,blue,SI2,5.64,5.67,3.54,2514,Topaz
12/09/2020,0.59,Ideal,red,SI1,5.36,5.4,3.34,1684,Cat's Eye
12/09/2020,1.07,Very Good,blue,VS2,6.53,6.6,4.1,6120,Zircon
12/09/2020,0.52,Very Good,Pink,SI1,5.06,5.12,3.18,978,Ruby
12/09/2020,0.27,Ideal,red,VVS1,4.2,4.16,2.58,752,Cat's Eye
12/09/2020,0.4,Premium,yellow,VS2,4.74,4.76,2.94,753,Spinel
12/09/2020,0.34,Very Good,blue,VVS2,4.41,4.43,2.77,775,Zircon
12/09/2020,0.55,Ideal,purple,VS1,5.33,5.37,3.24,1890,Sapphire
12/09/2020,0.42,Ideal,White,VS2,4.79,4.86,2.96,680,Sapphire
12/09/2020,0.72,Ideal,Green,IF,5.76,5.8,3.55,3257,Cat's Eye
13/09/2020,0.56,Premium,yellow,VS2,5.36,5.34,3.26,1698,Spinel
13/09/2020,1.04,Very Good,red,SI1,6.66,6.69,3.93,6138,Zircon
13/09/2020,0.51,Ideal,Green,VS2,5.13,5.16,3.17,1163,Spinel
13/09/2020,1.05,Ideal,yellow,IF,6.52,6.48,4.06,9012,Zircon
13/09/2020,0.71,Ideal,purple,VS1,5.76,5.79,3.52,3710,Cat's Eye
13/09/2020,0.3,Very Good,red,VS2,4.23,4.26,2.67,710,Sapphire
13/09/2020,0.58,Ideal,blue,SI1,5.38,5.33,3.3,1758,Cat's Eye
13/09/2020,0.5,Ideal,Green,VS1,5.12,5.15,3.18,1370,Cat's Eye
13/09/2020,1.58,Premium,red,SI1,7.41,7.37,4.63,13995,Cat's Eye
13/09/2020,0.63,Very Good,yellow,VS1,5.42,5.46,3.43,2157,Topaz
13/09/2020,0.27,Very Good,yellow,VVS1,4.21,4.23,2.53,566,Zircon
